datetime_id,month_date,Credit; Housing; Monthly growth,Credit; Housing; 12-month ended growth,Credit; Owner-occupier housing; Monthly growth,Credit; Owner-occupier housing; 12-month ended growth,Credit; Investor housing; Monthly growth,Credit; Investor housing; 12-month ended growth,Credit; Other personal; Monthly growth,Credit; Other personal; 12-month ended growth,Credit; Non-financial Business; Monthly growth,Credit; Non-financial Business; 12-month ended growth,Credit; Business; Monthly growth,Credit; Business; 12-month ended growth,Credit; Business including select financial businesses; Monthly growth,Credit; Business including select financial businesses; 12-month ended growth,Credit; Total excluding financial businesses; Monthly growth,Credit; Total excluding financial businesses; 12-month ended growth,Credit; Total; Monthly growth,Credit; Total; 12-month ended growth,Credit; Total including select financial businesses; Monthly growth,Credit; Total including select financial businesses; 12-month ended growth,M3; Monthly growth,M3; 12-month ended growth,Broad money; Monthly growth,Broad money; 12-month ended growth
1,30/09/1976,1.6,,,,,,,,,,,,,,,,,,,,1.5,,1.8,
2,31/10/1976,1.7,,,,,,2.4,,,,1.6,,,,,,1.7,,,,0.9,,1.4,
3,30/11/1976,1.8,,,,,,2.2,,,,1.5,,,,,,1.6,,,,1.0,,1.4,
4,31/12/1976,1.9,,,,,,2.6,,,,2.0,,,,,,2.1,,,,1.4,,1.6,
5,31/01/1977,1.8,,,,,,2.2,,,,-0.2,,,,,,0.8,,,,0.9,,1.1,
6,28/02/1977,1.5,,,,,,1.9,,,,0.1,,,,,,0.7,,,,1.2,,1.4,
7,31/03/1977,1.7,,,,,,1.7,,,,1.2,,,,,,1.5,,,,0.7,,0.3,
8,30/04/1977,1.6,,,,,,1.6,,,,1.6,,,,,,1.5,,,,0.2,,0.2,
9,31/05/1977,1.4,,,,,,1.3,,,,1.2,,,,,,1.3,,,,0.9,,0.3,
10,30/06/1977,1.5,,,,,,1.8,,,,1.8,,,,,,1.8,,,,0.8,,1.1,
11,31/07/1977,1.5,,,,,,1.9,,,,1.5,,,,,,1.5,,,,0.4,,0.9,
12,31/08/1977,1.9,21.6,,,,,1.7,,,,1.4,,,,,,1.6,,,,0.5,10.9,1.0,13.2
13,30/09/1977,1.6,21.6,,,,,1.6,25.5,,,1.3,16.0,,,,,1.4,18.9,,,0.5,9.9,0.9,12.1
14,31/10/1977,1.2,21.0,,,,,1.6,24.6,,,0.8,15.1,,,,,1.0,18.1,,,0.7,9.7,1.1,11.8
15,30/11/1977,1.2,20.4,,,,,1.9,24.1,,,0.7,14.3,,,,,1.1,17.4,,,0.9,9.5,1.1,11.5
16,31/12/1977,1.3,19.6,,,,,1.9,23.3,,,1.3,13.4,,,,,1.4,16.6,,,0.5,8.6,0.9,10.7
17,31/01/1978,1.3,19.1,,,,,-0.2,20.3,,,1.5,15.3,,,,,1.2,17.1,,,0.6,8.2,0.9,10.5
18,28/02/1978,1.2,18.7,,,,,1.5,19.9,,,0.9,16.2,,,,,1.0,17.5,,,0.9,7.9,1.1,10.2
19,31/03/1978,1.1,18.1,,,,,1.6,19.8,,,1.1,16.1,,,,,1.3,17.2,,,1.3,8.6,1.0,11.0
20,30/04/1978,1.2,17.6,,,,,1.5,19.6,,,0.6,14.9,,,,,0.8,16.4,,,0.9,9.4,1.2,12.1
21,31/05/1978,1.2,17.4,,,,,1.4,19.8,,,1.6,15.4,,,,,1.4,16.6,,,1.1,9.7,0.7,12.5
22,30/06/1978,1.2,17.1,,,,,1.5,19.5,,,0.3,13.8,,,,,0.9,15.6,,,1.0,9.8,0.9,12.4
23,31/07/1978,1.2,16.7,,,,,1.2,18.7,,,0.2,12.3,,,,,0.6,14.5,,,1.1,10.6,1.3,12.9
24,31/08/1978,1.0,15.7,,,,,1.5,18.4,,,0.8,11.7,,,,,0.9,13.9,,,1.4,11.6,1.5,13.4
25,30/09/1978,1.2,15.2,,,,,1.5,18.3,,,1.3,11.7,,,,,1.3,13.7,,,1.1,12.1,1.2,13.7
26,31/10/1978,1.5,15.6,,,,,1.4,18.0,,,1.5,12.5,,,,,1.5,14.2,,,0.8,12.3,1.2,13.8
27,30/11/1978,1.4,15.8,,,,,1.4,17.5,,,1.1,12.9,,,,,1.2,14.4,,,0.8,12.2,1.1,13.8
28,31/12/1978,1.4,15.9,,,,,1.3,16.7,,,1.4,13.0,,,,,1.4,14.4,,,0.9,12.6,1.2,14.1
29,31/01/1979,1.4,16.0,,,,,1.3,18.5,,,0.6,12.0,,,,,1.0,14.1,,,1.3,13.4,1.1,14.3
30,28/02/1979,1.4,16.2,,,,,1.2,18.2,,,1.7,12.9,,,,,1.5,14.7,,,1.2,13.8,1.3,14.5
31,31/03/1979,1.0,16.1,,,,,1.1,17.6,,,1.4,13.2,,,,,1.3,14.7,,,1.1,13.5,1.2,14.6
32,30/04/1979,1.1,15.9,,,,,1.2,17.2,,,2.0,14.9,,,,,1.5,15.5,,,1.2,13.9,1.8,15.3
33,31/05/1979,1.3,16.1,,,,,1.0,16.7,,,0.9,14.0,,,,,1.0,15.0,,,0.9,13.6,1.0,15.7
34,30/06/1979,1.2,16.1,,,,,1.0,16.1,,,2.7,16.8,,,,,2.1,16.5,,,0.8,13.3,1.1,15.9
35,31/07/1979,1.2,16.1,,,,,1.1,16.0,,,1.1,17.8,,,,,1.0,17.0,,,0.7,12.8,1.0,15.5
36,31/08/1979,1.2,16.4,,,,,0.9,15.3,,,1.8,18.9,,,,,1.5,17.6,,,1.0,12.4,1.1,15.1
37,30/09/1979,1.3,16.4,,,,,0.8,14.5,,,2.0,19.8,,,,,1.6,18.0,,,0.9,12.2,0.7,14.6
38,31/10/1979,1.2,16.0,,,,,1.2,14.2,,,1.2,19.4,,,,,1.1,17.6,,,1.0,12.4,1.0,14.4
39,30/11/1979,1.2,15.8,,,,,0.5,13.2,,,2.2,20.7,,,,,1.7,18.1,,,1.2,12.9,1.2,14.6
40,31/12/1979,1.2,15.6,,,,,0.4,12.2,,,1.3,20.6,,,,,1.2,17.9,,,1.0,13.1,1.1,14.6
41,31/01/1980,1.1,15.4,,,,,1.6,12.6,,,1.0,21.1,,,,,1.1,18.0,,,2.2,14.0,1.7,15.2
42,29/02/1980,1.0,14.9,,,,,1.7,13.1,,,1.9,21.4,,,,,1.6,18.2,,,1.1,13.9,1.7,15.7
43,31/03/1980,0.9,14.8,,,,,1.0,13.0,,,1.5,21.6,,,,,1.3,18.2,,,0.5,13.3,1.1,15.6
44,30/04/1980,3.0,17.0,,,,,0.8,12.6,,,0.6,19.9,,,,,1.3,17.9,,,0.8,12.7,0.9,14.6
45,31/05/1980,1.3,17.0,,,,,1.1,12.7,,,1.7,20.8,,,,,1.4,18.5,,,0.9,12.8,0.9,14.4
46,30/06/1980,1.0,16.8,,,,,1.1,12.8,,,0.7,18.4,,,,,1.0,17.1,,,1.2,13.3,1.3,14.6
47,31/07/1980,1.3,16.9,,,,,1.1,12.8,,,2.0,19.6,,,,,1.6,17.8,,,1.3,14.1,1.3,14.9
48,31/08/1980,1.2,16.9,,,,,1.3,13.2,,,1.1,18.7,,,,,1.2,17.4,,,1.1,14.1,1.2,15.1
49,30/09/1980,1.1,16.7,,,,,1.3,13.7,,,1.0,17.5,,,,,1.0,16.7,,,1.0,14.3,1.3,15.7
50,31/10/1980,1.3,16.8,,,,,1.5,14.2,,,1.9,18.4,,,,,1.7,17.3,,,1.3,14.5,2.0,16.8
51,30/11/1980,1.4,17.0,,,,,1.8,15.6,,,1.3,17.3,,,,,1.3,17.0,,,1.2,14.5,1.6,17.3
52,31/12/1980,1.2,17.0,,,,,1.7,17.1,,,1.5,17.4,,,,,1.4,17.2,,,1.0,14.4,1.3,17.5
53,31/01/1981,1.2,17.1,,,,,1.2,16.7,,,1.9,18.4,,,,,1.6,17.7,,,0.8,12.9,0.9,16.6
54,28/02/1981,1.2,17.2,,,,,1.2,16.1,,,1.1,17.5,,,,,1.2,17.2,,,0.8,12.5,0.9,15.6
55,31/03/1981,1.1,17.5,,,,,1.3,16.5,,,1.6,17.6,,,,,1.5,17.4,,,0.9,13.0,1.0,15.5
56,30/04/1981,0.7,14.8,,,,,2.0,17.9,,,2.3,19.5,,,,,1.6,17.8,,,0.9,13.2,1.4,16.0
57,31/05/1981,0.8,14.2,,,,,2.0,18.8,,,2.4,20.3,,,,,1.8,18.2,,,1.1,13.4,1.2,16.4
58,30/06/1981,1.5,14.7,,,,,2.0,19.9,,,1.1,20.7,,,,,1.4,18.7,,,1.2,13.4,1.5,16.6
59,31/07/1981,1.3,14.8,,,,,2.0,20.9,,,1.9,20.6,,,,,1.7,18.8,,,0.7,12.7,1.4,16.7
60,31/08/1981,0.7,14.2,,,,,2.0,21.8,,,1.5,21.1,,,,,1.4,19.0,,,0.8,12.4,1.5,17.0
61,30/09/1981,0.7,13.8,,,,,1.7,22.3,,,1.5,21.7,,,,,1.3,19.3,,,0.8,12.2,1.2,17.0
62,31/10/1981,0.6,13.0,,,,,1.7,22.5,,,1.7,21.5,,,,,1.4,19.0,,,1.0,11.9,1.1,15.9
63,30/11/1981,0.5,12.1,,,,,1.5,22.2,,,1.5,21.8,,,,,1.2,18.8,,,0.8,11.5,1.0,15.2
64,31/12/1981,0.6,11.5,,,,,1.6,22.1,,,2.1,22.5,,,,,1.6,19.0,,,0.7,11.2,1.4,15.2
65,31/01/1982,0.6,10.8,,,,,1.6,22.5,,,2.5,23.3,,,,,1.9,19.3,,,1.0,11.4,1.3,15.7
66,28/02/1982,0.7,10.2,,,,,1.5,22.9,,,1.5,23.9,,,,,1.3,19.5,,,0.9,11.5,1.3,16.1
67,31/03/1982,0.5,9.6,,,,,1.0,22.6,,,1.7,24.0,,,,,1.4,19.4,,,0.8,11.4,0.9,16.1
68,30/04/1982,0.8,9.8,,,,,1.1,21.4,,,2.8,24.7,,,,,1.9,19.7,,,1.1,11.6,1.4,16.1
69,31/05/1982,0.6,9.6,,,,,1.2,20.5,,,0.5,22.4,,,,,0.6,18.3,,,1.8,12.3,1.5,16.5
70,30/06/1982,0.7,8.8,,,,,1.3,19.7,,,0.8,22.0,,,,,0.9,17.7,,,0.2,11.2,0.9,15.8
71,31/07/1982,0.8,8.2,,,,,1.1,18.7,,,1.6,21.6,,,,,1.3,17.2,,,0.6,11.0,1.3,15.7
72,31/08/1982,0.4,7.8,,,,,1.1,17.8,,,1.3,21.3,,,,,1.1,16.8,,,0.6,10.9,0.7,14.7
73,30/09/1982,0.4,7.5,,,,,1.2,17.2,,,1.2,21.0,,,,,1.0,16.5,,,1.1,11.1,1.1,14.6
74,31/10/1982,0.5,7.4,,,,,0.7,16.0,,,0.7,19.8,,,,,0.7,15.7,,,0.3,10.5,1.1,14.6
75,30/11/1982,0.5,7.4,,,,,1.1,15.6,,,0.8,19.0,,,,,0.7,15.1,,,1.2,10.9,1.0,14.6
76,31/12/1982,0.4,7.2,,,,,1.0,15.0,,,0.1,16.6,,,,,0.3,13.7,,,1.2,11.5,1.2,14.4
77,31/01/1983,0.5,7.1,,,,,0.9,14.1,,,1.0,14.9,,,,,0.9,12.6,,,0.7,11.1,1.4,14.5
78,28/02/1983,0.6,7.1,,,,,1.7,14.3,,,2.5,16.0,,,,,1.9,13.2,,,1.2,11.5,1.4,14.6
79,31/03/1983,1.0,7.6,,,,,1.7,15.1,,,1.4,15.6,,,,,1.4,13.3,,,2.0,12.8,1.5,15.2
80,30/04/1983,0.9,7.8,,,,,1.4,15.5,,,-0.1,12.3,,,,,0.3,11.5,,,0.6,12.3,1.0,14.7
81,31/05/1983,0.6,7.7,,,,,1.2,15.6,,,0.4,12.2,,,,,0.6,11.4,,,1.3,11.8,1.3,14.4
82,30/06/1983,0.7,7.6,,,,,0.9,15.2,,,0.5,11.9,,,,,0.6,11.1,,,1.1,12.8,1.2,14.8
83,31/07/1983,0.8,7.6,,,,,1.3,15.4,,,-0.1,9.9,,,,,0.3,10.0,,,1.0,13.3,0.7,14.2
84,31/08/1983,0.8,8.2,,,,,1.0,15.3,,,0.2,8.7,,,,,0.5,9.4,,,1.0,13.7,1.0,14.6
85,30/09/1983,1.0,8.8,,,,,1.5,15.6,,,0.1,7.5,,,,,0.6,9.0,,,1.0,13.6,0.8,14.3
86,31/10/1983,0.8,9.1,,,,,1.2,16.1,,,-0.2,6.6,,,,,0.3,8.5,,,0.9,14.3,0.1,13.1
87,30/11/1983,0.8,9.4,,,,,1.8,17.0,,,1.7,7.6,,,,,1.5,9.4,,,1.1,14.2,1.1,13.2
88,31/12/1983,1.0,10.0,,,,,1.5,17.5,,,2.0,9.6,,,,,1.6,10.8,,,1.3,14.3,1.9,14.1
89,31/01/1984,1.0,10.5,,,,,1.7,18.4,,,0.7,9.4,,,,,1.0,10.9,,,1.2,14.9,1.0,13.6
90,29/02/1984,1.0,10.9,,,,,1.6,18.3,,,0.4,7.1,,,,,0.8,9.7,,,1.4,15.1,1.0,13.2
91,31/03/1984,1.1,11.0,,,,,1.3,17.9,,,2.0,7.8,,,,,1.7,10.1,,,0.8,13.6,1.4,13.2
92,30/04/1984,1.1,11.2,,,,,2.5,19.1,,,1.7,9.8,,,,,1.6,11.5,,,0.5,13.5,1.3,13.6
93,31/05/1984,1.5,12.2,,,,,1.8,19.8,,,-0.1,9.3,,,,,0.7,11.6,,,0.7,12.8,0.3,12.4
94,30/06/1984,0.8,12.3,,,,,0.2,18.9,,,3.9,13.0,,,,,2.4,13.7,,,0.9,12.5,1.4,12.6
95,31/07/1984,-0.4,11.0,,,,,1.2,18.8,,,1.9,15.3,,,,,1.1,14.7,,,1.2,12.8,0.1,11.9
96,31/08/1984,2.2,12.5,,,,,1.5,19.4,,,3.1,18.6,,,,,2.6,17.0,,,1.4,13.2,1.0,11.9
97,30/09/1984,1.5,13.0,,,,,1.5,19.4,,,2.2,21.1,,,,,2.0,18.7,,,1.0,13.2,0.9,12.0
98,31/10/1984,1.4,13.6,,,,,1.9,20.3,,,2.3,24.1,,,,,2.0,20.7,,,1.2,13.5,1.0,13.1
99,30/11/1984,1.4,14.3,,,,,1.1,19.4,,,1.9,24.3,,,,,1.7,20.9,,,1.5,14.0,1.5,13.6
100,31/12/1984,1.5,14.9,,,,,1.9,19.8,,,1.5,23.7,,,,,1.5,20.8,,,1.3,14.0,1.1,12.7
101,31/01/1985,1.5,15.5,,,,,1.4,19.5,,,1.6,24.8,,,,,1.6,21.6,,,1.7,14.6,1.1,12.9
102,28/02/1985,1.4,15.9,,,,,1.3,19.2,,,1.5,26.1,,,,,1.4,22.3,,,1.3,14.5,1.0,12.9
103,31/03/1985,1.3,16.2,,,,,1.5,19.5,,,1.7,25.7,,,,,1.6,22.2,,,1.2,15.0,0.8,12.2
104,30/04/1985,1.3,16.4,,,,,1.7,18.5,,,1.5,25.4,,,,,1.4,22.0,,,1.2,15.7,1.3,12.2
105,31/05/1985,1.6,16.6,,,,,2.0,18.7,,,1.9,27.9,,,,,1.9,23.5,,,1.4,16.5,1.3,13.3
106,30/06/1985,1.2,17.1,,,,,2.2,21.0,,,2.2,25.9,,,,,1.8,22.8,,,0.2,15.6,1.0,12.8
107,31/07/1985,1.5,19.2,,,,,2.5,22.5,,,1.9,25.9,,,,,1.9,23.6,,,2.4,17.1,1.7,14.6
108,31/08/1985,1.5,18.4,,,,,0.7,21.5,,,2.0,24.6,,,,,1.7,22.5,,,1.1,16.7,1.5,15.1
109,30/09/1985,1.1,18.1,,,,,1.4,21.5,,,2.5,24.9,,,,,2.0,22.6,,,1.3,16.9,1.8,16.2
110,31/10/1985,1.3,18.0,,,,,1.6,21.1,,,2.1,24.7,,,,,1.8,22.4,,,0.6,16.2,1.2,16.4
111,30/11/1985,1.4,18.0,,,,,0.9,21.0,,,2.3,25.2,,,,,1.9,22.7,,,0.8,15.3,1.0,15.8
112,31/12/1985,1.0,17.4,,,,,0.8,19.7,,,1.5,25.2,,,,,1.2,22.4,,,0.3,14.2,0.6,15.3
113,31/01/1986,0.8,16.6,,,,,0.4,18.5,,,1.3,24.9,,,,,1.1,21.8,,,0.3,12.5,0.3,14.3
114,28/02/1986,1.0,16.2,,,,,1.2,18.4,,,2.5,26.2,,,,,2.0,22.4,,,0.2,11.3,1.0,14.3
115,31/03/1986,0.7,15.5,,,,,0.7,17.4,,,1.6,26.0,,,,,1.3,22.0,,,1.5,11.7,1.9,15.6
116,30/04/1986,0.4,14.4,,,,,1.1,16.7,,,2.5,27.2,,,,,1.7,22.4,,,1.4,12.0,2.0,16.4
117,31/05/1986,0.7,13.5,,,,,-0.1,14.4,,,1.7,26.9,,,,,1.3,21.6,,,0.9,11.5,1.1,16.2
118,30/06/1986,0.7,12.9,,,,,0.4,12.3,,,1.6,26.2,,,,,1.1,20.7,,,0.6,12.0,1.1,16.3
119,31/07/1986,0.8,12.2,,,,,0.3,10.0,,,4.2,29.1,,,,,2.9,21.9,,,0.6,9.9,1.0,15.5
120,31/08/1986,0.8,11.4,,,,,0.5,9.8,,,2.7,30.0,,,,,2.0,22.3,,,0.7,9.5,0.8,14.8
121,30/09/1986,0.9,11.1,,,,,0.6,8.8,,,1.1,28.2,,,,,1.0,21.1,,,0.3,8.5,0.7,13.5
122,31/10/1986,0.8,10.6,,,,,0.3,7.3,,,1.7,27.8,,,,,1.3,20.6,,,0.8,8.8,1.4,13.7
123,30/11/1986,0.8,9.9,,,,,0.6,7.0,,,0.8,25.9,,,,,0.8,19.2,,,0.1,8.0,0.6,13.3
124,31/12/1986,0.8,9.7,,,,,0.4,6.5,,,1.7,26.1,,,,,1.3,19.3,,,1.1,8.8,1.1,13.9
125,31/01/1987,1.1,9.9,,,,,0.7,6.8,,,1.5,26.3,,,,,1.3,19.5,,,1.3,9.9,1.2,15.0
126,28/02/1987,0.9,9.8,,,,,0.9,6.5,,,1.6,25.2,,,,,1.4,18.8,,,0.9,10.7,1.1,15.1
127,31/03/1987,0.8,9.8,,,,,0.2,6.0,,,1.2,24.7,,,,,1.0,18.5,,,0.1,9.1,0.9,13.9
128,30/04/1987,0.8,10.2,,,,,0.1,5.0,,,3.0,25.4,,,,,2.2,19.0,,,0.5,8.1,0.8,12.5
129,31/05/1987,1.5,11.1,,,,,-0.2,4.9,,,1.9,25.7,,,,,1.6,19.4,,,1.7,9.0,1.7,13.2
130,30/06/1987,1.2,11.6,,,,,0.2,4.8,,,0.2,23.9,,,,,0.3,18.5,,,1.1,9.6,1.4,13.5
131,31/07/1987,1.0,11.8,,,,,-0.7,3.7,,,2.6,22.0,,,,,1.8,17.3,,,1.4,10.4,1.9,14.5
132,31/08/1987,0.8,11.8,,,,,1.8,5.1,,,2.0,21.1,,,,,1.7,16.9,,,1.0,10.8,1.6,15.4
133,30/09/1987,1.2,12.2,,,,,0.1,4.6,,,1.5,21.5,,,,,1.3,17.3,,,1.1,11.6,1.2,16.0
134,31/10/1987,1.0,12.4,,,,,0.1,4.5,,,1.9,21.7,,,,,1.5,17.4,,,1.1,12.0,1.1,15.7
135,30/11/1987,0.9,12.5,,,,,0.4,4.2,,,2.8,24.1,,,,,2.1,19.0,,,1.5,13.5,1.5,16.7
136,31/12/1987,1.2,12.9,,,,,0.5,4.4,,,2.9,25.5,,,,,2.2,20.1,,,0.3,12.6,1.7,17.3
137,31/01/1988,1.3,13.2,,,,,0.3,4.0,,,3.7,28.3,,,,,2.8,21.8,,,0.6,11.8,2.6,19.0
138,29/02/1988,1.1,13.4,,,,,-0.2,2.8,,,2.5,29.3,,,,,1.9,22.4,,,0.6,11.5,1.1,18.9
139,31/03/1988,1.4,14.1,,,,,0.2,2.7,,,1.9,30.2,,,,,1.6,23.2,,,1.1,12.7,1.7,19.9
140,30/04/1988,1.3,14.7,,,,,-0.3,2.3,,,1.9,28.8,,,,,1.6,22.5,,,0.9,13.2,1.3,20.5
141,31/05/1988,1.4,14.6,,,,,0.6,3.0,,,1.8,28.6,,,,,1.6,22.5,,,1.2,12.6,1.3,20.1
142,30/06/1988,1.6,15.2,,,,,-0.4,2.4,,,2.4,31.5,,,,,2.0,24.4,,,1.6,13.0,1.6,20.4
143,31/07/1988,1.8,16.1,,,,,0.7,3.8,,,1.9,30.6,,,,,1.7,24.3,,,0.5,12.0,0.9,19.2
144,31/08/1988,2.0,17.5,,,,,0.6,2.6,,,1.4,29.8,,,,,1.5,24.0,,,1.1,12.2,0.9,18.4
145,30/09/1988,2.1,18.5,,,,,1.5,4.1,,,2.1,30.6,,,,,2.1,24.9,,,1.6,12.8,1.5,18.8
146,31/10/1988,1.5,19.1,,,,,1.4,5.4,,,2.2,31.0,,,,,2.0,25.5,,,2.1,13.9,1.7,19.4
147,30/11/1988,1.9,20.2,,,,,1.6,6.7,,,1.8,29.7,,,,,1.8,25.1,,,1.9,14.3,1.5,19.4
148,31/12/1988,1.8,20.9,,,,,1.4,7.6,,,1.4,27.8,,,,,1.5,24.2,,,2.3,16.6,1.8,19.6
149,31/01/1989,1.6,21.2,,,,,1.6,9.0,,,-0.2,23.0,,,,,0.3,21.2,,,1.7,17.9,-0.3,16.2
150,28/02/1989,1.7,22.0,,,,,0.9,10.3,,,1.6,22.0,,,,,1.6,20.8,,,2.0,19.5,1.0,16.2
151,31/03/1989,1.8,22.5,,,,,1.1,11.3,,,1.2,21.2,,,,,1.4,20.4,,,1.8,20.3,1.1,15.5
152,30/04/1989,1.8,23.1,,,,,0.4,12.2,,,1.3,20.5,,,,,1.3,20.1,,,1.7,21.3,0.9,15.0
153,31/05/1989,1.5,23.2,,,,,1.4,13.0,,,2.0,20.9,,,,,1.8,20.4,,,1.4,21.6,1.1,14.7
154,30/06/1989,1.3,22.8,,,,,3.0,16.9,,,1.3,19.5,,,,,1.5,19.9,,,1.9,22.0,1.7,14.8
155,31/07/1989,1.5,22.5,,,,,2.5,18.9,,,0.8,18.2,,,,,1.1,19.1,,,1.5,23.3,0.7,14.6
156,31/08/1989,1.0,21.3,,,,,0.1,18.3,,,1.2,18.0,,,,,1.0,18.6,,,1.9,24.2,0.9,14.5
157,30/09/1989,0.8,19.8,,,,,0.0,16.6,,,1.6,17.5,,,,,1.2,17.6,,,0.1,22.4,0.2,12.9
158,31/10/1989,1.1,19.3,,,,,0.2,15.1,,,0.9,16.0,,,,,0.8,16.3,,,0.8,20.9,0.5,11.6
159,30/11/1989,1.1,18.3,,,,,0.6,14.0,,,1.1,15.1,,,,,1.0,15.4,,,0.7,19.5,0.6,10.6
160,31/12/1989,1.1,17.5,,,,,0.7,13.3,,,0.8,14.4,,,,,0.8,14.7,,,0.8,17.8,1.1,9.8
161,31/01/1990,1.2,17.1,,,,,0.3,11.9,,,0.1,14.8,,,,,0.4,14.8,,,1.1,17.1,0.8,11.0
162,28/02/1990,1.2,16.5,0.9,,4.4,,0.5,11.4,,,1.8,15.1,,,,,1.5,14.8,,,1.1,16.1,0.5,10.3
163,31/03/1990,1.0,15.6,0.9,,3.0,,0.1,10.3,,,1.9,15.8,,,,,1.4,14.9,,,0.9,15.0,0.3,9.4
164,30/04/1990,1.1,14.8,1.3,,2.6,,2.0,12.0,,,1.3,15.8,,,,,1.4,15.0,,,1.2,14.5,0.8,9.3
165,31/05/1990,1.0,14.1,1.1,,2.3,,0.4,11.0,,,0.2,13.7,,,,,0.4,13.4,,,0.5,13.5,0.3,8.5
166,30/06/1990,1.0,13.7,0.9,,3.1,,0.6,8.3,,,0.6,12.9,,,,,0.6,12.4,,,0.7,12.1,0.2,6.9
167,31/07/1990,1.0,13.2,0.2,,3.8,,0.7,6.5,,,0.8,12.9,,,,,0.8,12.0,,,0.2,10.7,0.2,6.3
168,31/08/1990,1.3,13.6,1.2,,6.0,,-2.4,3.8,,,0.7,12.4,,,,,0.5,11.4,,,0.9,9.6,0.7,6.2
169,30/09/1990,0.5,13.2,0.6,,1.4,,0.9,4.7,,,-0.3,10.3,,,,,0.1,10.2,,,1.1,10.7,0.4,6.5
170,31/10/1990,0.9,13.1,1.2,,0.3,,0.3,4.9,,,0.5,9.9,,,,,0.6,9.9,,,0.6,10.4,0.3,6.3
171,30/11/1990,0.8,12.8,0.6,,3.4,,-0.8,3.3,,,0.1,8.8,,,,,0.1,9.0,,,1.0,10.7,0.5,6.2
172,31/12/1990,0.9,12.6,0.9,,1.4,,0.0,2.6,,,0.6,8.6,,,,,0.6,8.7,,,0.8,10.7,0.0,5.1
173,31/01/1991,1.0,12.3,1.1,11.4,2.7,40.1,0.2,2.4,,,0.1,8.6,,,,,0.3,8.6,,,-0.8,8.6,-0.4,3.9
174,28/02/1991,1.0,12.1,0.8,11.2,2.2,37.2,0.0,1.9,,,0.1,6.7,,,,,0.3,7.3,,,-0.1,7.2,0.1,3.6
175,31/03/1991,0.7,11.8,0.7,11.0,1.6,35.3,-0.6,1.2,,,-0.5,4.2,,,,,-0.2,5.6,,,0.4,6.8,0.2,3.5
176,30/04/1991,0.7,11.3,0.6,10.3,1.5,33.8,0.0,-0.8,,,-0.3,2.5,,,,,0.0,4.1,,,0.0,5.5,-0.5,2.1
177,31/05/1991,0.8,11.1,0.8,10.0,1.8,33.1,0.0,-1.2,,,-0.7,1.6,,,,,-0.3,3.4,,,0.8,5.7,-0.2,1.6
178,30/06/1991,0.9,11.1,0.9,9.9,2.2,32.0,-1.1,-2.9,,,-0.4,0.6,,,,,-0.2,2.6,,,0.3,5.4,-0.1,1.3
179,31/07/1991,0.9,11.0,0.6,10.3,0.6,28.0,-0.9,-4.4,,,-0.5,-0.7,,,,,-0.2,1.6,,,0.3,5.4,-0.2,0.9
180,31/08/1991,0.7,10.3,1.0,10.1,-0.4,20.3,-0.4,-2.5,,,-0.2,-1.6,,,,,0.0,1.1,,,0.3,4.8,-0.5,-0.3
181,30/09/1991,0.8,10.6,0.7,10.1,1.7,20.6,-0.3,-3.6,,,-0.4,-1.7,,,,,0.0,1.0,,,0.6,4.2,0.6,-0.1
182,31/10/1991,1.2,10.9,1.9,11.0,1.2,21.6,-0.5,-4.4,,,-0.8,-3.0,,,,,-0.2,0.1,,,-0.2,3.4,-0.2,-0.6
183,30/11/1991,1.1,11.3,1.3,11.7,1.6,19.5,-0.3,-3.9,,,-0.4,-3.4,,,,,0.0,0.1,,,-0.1,2.2,-0.4,-1.5
184,31/12/1991,1.1,11.6,0.9,11.8,1.8,20.0,-0.9,-4.7,,,-0.6,-4.5,,,,,-0.2,-0.7,,,0.6,2.1,-0.2,-1.7
185,31/01/1992,0.8,11.4,1.0,11.7,0.8,17.8,-0.3,-5.2,,,-0.2,-4.9,,,,,0.0,-1.0,,,0.1,3.0,0.1,-1.3
186,29/02/1992,0.9,11.3,0.8,11.7,0.8,16.1,-0.5,-5.6,,,-0.3,-5.2,,,,,0.0,-1.3,,,0.4,3.5,0.2,-1.2
187,31/03/1992,0.9,11.5,0.9,12.0,1.1,15.6,0.1,-4.9,,,-1.1,-5.8,,,,,-0.4,-1.5,,,-0.6,2.5,-0.2,-1.6
188,30/04/1992,1.0,11.8,0.8,12.2,1.2,15.3,-0.7,-5.6,,,-0.9,-6.4,,,,,-0.3,-1.8,,,0.9,3.4,0.6,-0.5
189,31/05/1992,1.0,12.0,0.8,12.1,1.8,15.3,-0.5,-6.0,,,-0.4,-6.1,,,,,-0.1,-1.6,,,0.4,3.1,0.3,0.0
190,30/06/1992,1.0,12.1,0.9,12.1,0.4,13.3,-0.2,-5.1,,,0.0,-5.7,,,,,0.2,-1.2,,,0.1,2.9,-0.2,-0.1
191,31/07/1992,1.0,12.2,1.2,12.7,0.4,13.0,0.6,-3.8,,,-1.5,-6.7,,,,,-0.5,-1.5,,,0.6,3.2,0.5,0.7
192,31/08/1992,1.0,12.5,0.8,12.5,1.6,15.2,-0.6,-4.0,,,0.0,-6.5,,,,,0.2,-1.3,,,0.9,3.8,0.9,2.0
193,30/09/1992,1.0,12.8,0.9,12.8,1.0,14.4,0.1,-3.7,,,0.2,-5.9,,,,,0.5,-0.8,,,0.1,3.2,0.1,1.5
