DateTime ID,Report Month,Monetary Aggregate: Monthly Currency,Monetary Aggregate: Monthly Transaction Deposits w/ ADIs,Monetary Aggregate: M1 Money Supply,Monetary Aggregate: Monthly Certificate Deposits w/ ADIs,Monetary Aggregate: Monthly Non-Transaction Deposits w/ ADIs,Monetary Aggregate: M3 Money Supply,Monetary Aggregate: Monthly Private Borrowing (Other) w/ ADIs,Monetary Aggregate: Monthly Broad Money,Monetary Aggregate: Seasonally-Adjusted Currency,Monetary Aggregate: Seasonally-Adjusted M1 Money Supply,Monetary Aggregate: Seasonally-Adjusted M3 Money Supply,Monetary Aggregate: Seasonally-Adjusted Monthly Broad Money,Monetary Aggregate: Base Money Supply,Monetary Aggregate: Monthly Offshore Borrowings w/AFIs,Financial Growth: Monthly Housing Credit,Financial Growth: 12-Month Housing Credit,Financial Growth: Monthly Self-Occupied Housing Credit,Financial Growth: 12-Month Self-Occupied Housing Credit,Financial Growth: Monthly Investor Housing Credit,Financial Growth: 12-Month Investor Housing Credit,Financial Growth: Monthly Credit (Other),Financial Growth: 12-Month Credit (Other),Financial Growth: Monthly Non-Fin Businesses,Financial Growth: 12-Month Non-Fin Businesses,Financial Growth: Monthly Business,Financial Growth: 12-Month Business,Financial Growth: Monthly Exc-Fin Businesses,Financial Growth: 12-Month Exc-Fin Businesses,Financial Growth: Monthly Total Credit,Financial Growth: 12-Month Total Credit,Financial Growth: Monthly M3 Money,Financial Growth: 12-Month M3 Money,Financial Growth: Monthly Broad Money,Financial Growth: 12-Month Broad Money,Credit Aggregate: Monthly Bank Loans Exc-Fin Businesses,"Credit Aggregate: Monthly Bank Loans, Business",Credit Aggregate: Monthly NBFI Loans Exc-Fin Businesses,"Credit Aggregate: Monthly NBFI Loans, Business",Credit Aggregate: Monthly AFI Loans & Advances Exc-Fin Business,Credit Aggregate: Monthly AFI Loans & Advances,Credit Aggregate: Monthly Bills on Issue to Non-Fin Business,Credit Aggregate: Monthly Bills on Issue,Credit Aggregate: Monthly Narrow Cred. Exc-Fin Business,Credit Aggregate: Season-Adj Monthly Narrow Cred. Exc-Fin Busin,Credit Aggregate: Monthly Narrow Cred. Business,Credit Aggregate: Season-Adj Monthly Narrow Cred. Business,Credit Aggregate: Monthly Total Cred. Exc-Fin Business,Credit Aggregate: Season-Adj Monthly Total Cr. Exc-Fin Business,Credit Aggregate: Monthly Total,Credit Aggregate: Season-Adj Monthly Total,Credit Aggregate: Monthly Self-Occipied Housing,Credit Aggregate: Season-Adj Monthly Self-Occupied Housing,Credit Aggregate: Monthly Investor Cred.,Credit Aggregate: Season-Adj Monthly Investor Cred.,Credit Aggregate: Monthly Personal Cred.,Credit Aggregate: Season-Adj Monthly Personal Cred.,Credit Aggregate: Monthly Non-Fin Business,Credit Aggregate: Season-Adj Monthly Non-Fin Business,Credit Aggregate: Monthly Business,Credit Aggregate: Season-Adj Monthly Business,Credit Aggregate: Monthly Gov-Sector Lending
150,2015-06-30,62.8,623.4,683.7,202.9,891.4,1777.5,8.1,1785.7,63.2,682.4,1781.1,1789.9,91.7,368.7,0.6,7.3,0.5,5.2,0.8,10.8,0.1,0.9,0.1,4,0.2,4.5,0.5,5.8,0.5,6,0.5,6.8,0.7,6.7,2067.9,2121.4,139.6,141.8,2207.5,2263.2,76.2,78.2,2284.1,2280.5,2341.4,2337.8,2359.3,2354.4,2417.2,2411.9,903.6,902.7,570.2,567.7,145.2,145,740.2,738.6,798.1,796.9,207.5
151,2015-07-31,63.9,634.3,695.6,202.4,906.7,1804,9,1813.2,64.1,693.3,1795.9,1807,92.7,368.3,0.6,7.4,0.6,5.4,0.7,10.7,-0.1,0.6,0.7,4.5,0.7,5,0.6,6,0.6,6.2,0.7,6.8,0.8,7,2079,2133.1,140,142.4,2219,2275.5,74.7,76.6,2294.2,2293.6,2352.1,2351,2369.4,2369.9,2427.8,2427.4,907.7,910.8,572.4,568.5,144.7,145.3,744.6,744.7,803.1,802.6,214.6
152,2015-08-31,64.1,639.6,701,199.8,903.5,1803.7,8,1811.8,64.2,701.4,1799.2,1807.5,93.1,370.4,0.6,7.5,0.6,5.6,0.6,10.5,0.1,0.6,0.7,5.2,0.6,5.6,0.6,6.3,0.6,6.4,0.3,6.2,0.1,6.3,2096.8,2151.3,136.6,138.8,2233.4,2290.1,73.4,75.4,2307,2308.1,2365.5,2366.8,2381.8,2383.7,2440.9,2443.2,920.9,924.1,567.9,563.6,144.6,145.5,748.4,750.2,807.5,809.5,222.3
153,2015-09-30,65.1,651.1,713.6,198.9,904.5,1816.3,7.3,1823.8,65,708,1812.4,1819.6,94.8,370.9,0.6,7.5,0.8,6,0.3,9.8,0,0.4,1,5.9,1.1,6.4,0.7,6.5,0.7,6.7,0.7,6.2,0.7,6.4,2115.7,2172.1,135.8,138.2,2251.5,2310.2,71.8,73.7,2323.6,2323.7,2384,2384.1,2398.6,2399.8,2459.6,2460.7,932.4,936.1,564.3,561.6,144.5,144.7,757.4,756.8,818.5,817.9,224.2
154,2015-10-31,65.8,657.2,720.5,195.6,905,1820.5,9.1,1829.8,65.5,718.1,1818.4,1826.9,93.4,385,0.6,7.4,0.8,6.4,0.2,9,-0.3,-0.1,0.7,6.2,0.9,6.7,0.6,6.6,0.6,6.7,0.4,6.2,0.4,6.2,2131.3,2189.2,135.9,138.7,2267.1,2327.8,70.5,72.4,2337.8,2336.2,2400.3,2399,2413.4,2412.9,2476.6,2476.7,953.1,955.3,544.8,544.2,151.1,151.1,764.4,762.3,827.6,826.4,223.4
155,2015-11-30,66.1,661.6,725.1,199,906.6,1830.2,8.8,1839.2,65.7,721.7,1831.5,1840,95.7,397.6,0.6,7.5,0.9,6.9,0.1,8.2,0,0,-0.1,5.6,0,6.3,0.4,6.4,0.4,6.6,0.6,6.6,0.7,6.7,2141.6,2201.9,136.2,139.3,2277.8,2341.2,69.8,71.7,2347.8,2345.5,2412.9,2410.9,2423.3,2421.7,2489.3,2488.1,963.4,963.2,544.8,545.7,152.9,152,762.3,761.5,828.2,827.5,220.4
156,2015-12-31,67.4,666.7,731.6,199.4,908.7,1838.9,9.7,1848.8,66.1,722.2,1836.5,1845.8,100.6,409.9,0.5,7.4,0.9,7.4,0,7.2,0,0,0.5,5.8,0.5,6.5,0.5,6.4,0.5,6.6,0.3,6,0.4,6.1,2155.4,2217.8,136,138.6,2291.4,2356.4,67.7,69.7,2359.3,2357.3,2426.1,2424.5,2434.9,2433.4,2502.4,2501.3,972.7,971,544.7,546,153.6,152.1,764,764.1,831.5,831.9,221.8
157,2016-01-31,67,668.9,733.5,199.1,918.4,1850.3,8.3,1858.8,66.9,731.2,1846.1,1855.3,98.3,416.6,0.5,7.3,0.7,7.8,0.1,6.4,-0.1,-0.2,0.6,5.7,0.6,6.2,0.5,6.3,0.5,6.5,0.6,6.5,0.6,6.5,2167,2230.5,136.2,139,2303.2,2369.4,66.3,68.2,2369.6,2370.7,2437.6,2438.3,2444.5,2445.5,2513.2,2514.5,979.4,977.3,545.1,546.6,152.5,152.3,767.5,768.7,836.2,837.1,232.6
158,2016-02-29,66.5,665.5,729.3,199.8,920.5,1849.1,9,1858.2,66.9,736.7,1853.1,1862.1,97.8,406.6,0.5,7.3,0.8,8.2,0.1,5.6,-0.1,-0.1,0.7,6,0.8,6.6,0.7,6.5,0.6,6.6,0.4,5.6,0.4,5.8,2182.4,2247.1,136.4,139.5,2318.8,2386.6,65.4,67.3,2384.4,2385.1,2453.8,2453.8,2458.8,2462.3,2529,2528.2,986.3,984.3,545.1,547.5,153,152.5,774.3,774.6,844.5,844,233.7
159,2016-03-31,66.8,670.8,735.1,204.2,920.3,1858.9,10.1,1869.2,66.9,741,1863,1873,98.8,398.8,0.4,7.1,0.6,8.4,0.1,4.7,0,-0.5,0.2,5.9,0.3,6.5,0.2,6.2,0.3,6.4,0.6,6.1,0.7,6.3,2193.4,2258.7,134.7,137.6,2328.1,2396.2,64.5,66.3,2392.7,2394.9,2462.5,2464.4,2467,2467.4,2537.4,2537.7,992.8,990.5,545.5,548.2,152.7,152.8,776,776,846.4,846.4,237.3
160,2016-04-30,66.8,673.8,738,200.8,926.7,1864.9,9.6,1874.7,67.5,744.7,1870.2,1879.8,97.8,392.3,0.5,7,0.7,8.6,0.2,4,0,-0.3,0.7,6.9,0.7,7.3,0.6,6.5,0.5,6.6,0.3,5.8,0.2,5.9,2208.1,2272.4,135.5,138.3,2343.5,2410.7,63.4,65.2,2407.1,2409,2475.9,2478.8,2480.6,2480.7,2550.1,2551,999.1,996.3,546.3,549.3,152.4,153.3,782.8,782.3,852.3,852,233.6
161,2016-05-31,66.6,673.3,737.4,198.3,933.9,1868.9,10.4,1879.5,67.1,745.4,1876.3,1886.1,98,396.2,0.5,6.9,0.7,8.9,0.2,3.3,0,-0.4,0.2,6.3,0.3,7.1,0.4,6.2,0.4,6.5,0.5,6,0.4,6.2,2223.9,2290.1,130.1,133.1,2354,2423.2,62.2,63.9,2416.3,2419,2487.1,2490.2,2489,2489.9,2560.6,2561.6,1006,1004.4,548.1,549.3,152.4,153.3,782.6,783.5,854.1,854.9,241.3
162,2016-06-30,67.8,685.9,751.2,199.8,930.3,1880.6,9.2,1890,68.2,750.1,1883.5,1893.3,98.3,401.8,0.5,6.7,0.6,9,0.2,2.7,-0.1,-0.6,-0.5,5.6,-0.1,6.7,0.2,5.9,0.3,6.2,0.4,5.9,0.4,5.9,2234.9,2303.9,130.3,133.4,2365.2,2437.3,61,62.7,2426.3,2423.9,2500,2497,2496.3,2492,2570.7,2565.8,1013,1011.8,552,549.7,153.5,153.2,777.8,777,852.3,851.4,245.3
163,2016-07-31,68.3,692.2,757.9,205.9,948.1,1911.1,9.7,1921,68.4,754.7,1901.4,1913.1,98.6,399.2,0.5,6.6,0.6,9.1,0.3,2.3,-0.2,-0.7,0.5,5.3,0.5,6.4,0.4,5.7,0.4,6.1,0.8,6,0.9,6,2244.2,2315.1,129.9,133,2374.1,2448.1,59.5,61.1,2433.8,2434,2509.2,2508.4,2502.3,2503.4,2578.5,2578.9,1016.3,1019.8,553.7,550.2,152.3,152.9,779.9,780.9,856.1,856.3,249.6
164,2016-08-31,68.2,689.5,755.1,203.5,957.2,1915.1,8.8,1924.1,68.3,754.1,1909.6,1918.9,99,397.3,0.5,6.5,0.6,9.1,0.4,2.1,0,-0.8,0.1,4.6,0.1,5.8,0.3,5.4,0.3,5.8,0.4,6.2,0.4,6.3,2252,2322.8,128.7,131.8,2380.6,2454.6,58.7,60.2,2439.5,2440.7,2514.8,2515.9,2508.3,2512,2584.3,2587.7,1022.3,1025.9,555.4,551.8,151.9,152.7,778.7,781,854.7,857.1,253.9
165,2016-09-30,68.9,700.5,766.7,196.4,955.1,1917.5,10.6,1928.5,68.7,760.3,1914.3,1925.2,99.3,392.8,0.5,6.4,0.6,8.9,0.4,2.2,-0.1,-0.9,0.2,3.9,0.2,4.9,0.4,5.2,0.4,5.5,0.3,5.8,0.3,5.9,2263.6,2335.2,130.3,133.2,2393.9,2468.5,57.4,59,2451.5,2451,2527.4,2526.8,2520.7,2522.4,2597.3,2598.9,1027.9,1032.6,557.4,554.8,151.8,151.8,783.6,783,860.3,859.7,256.6
166,2016-10-31,69,700.6,767,198.7,964.7,1929.7,9.4,1939.5,68.8,763.2,1927.3,1936.4,100.1,395.3,0.5,6.4,0.5,8.6,0.5,2.6,0,-0.7,0.6,3.7,0.6,4.5,0.5,5.1,0.5,5.4,0.7,6.1,0.6,6.1,2279.7,2349.9,130.8,133.8,2410.5,2483.7,56,57.3,2466.7,2464.2,2541,2539.1,2536.3,2535.3,2611.3,2611.5,1034.7,1037.5,560.4,559.8,151.7,151.5,789.5,786.9,864.5,863.1,252
167,2016-11-30,69.4,714.6,781.4,195.9,965.6,1942.3,10.2,1953,68.9,777.2,1943.8,1954.1,101.2,390.8,0.5,6.3,0.5,8.2,0.5,2.9,-0.1,-0.8,0.5,4.3,0.4,5,0.5,5.2,0.5,5.4,0.8,6.3,0.9,6.3,2293.8,2363.5,131.2,134.3,2425,2497.8,54.7,56.1,2480,2476.7,2553.8,2551.2,2549.3,2547.4,2623.9,2622.7,1041.4,1041.6,563.5,564.3,152.5,151.6,792,790.8,866.6,866,253.3
168,2016-12-31,71.1,722.9,791.3,199.9,971.1,1961.5,10,1972.1,69.7,783.8,1963.2,1973.2,103.5,390,0.5,6.3,0.5,7.9,0.6,3.6,-0.1,-0.9,1.2,5,1.1,5.6,0.7,5.5,0.7,5.6,1,7,1,7,2313,2382.7,132.7,135.7,2445.7,2518.4,53.4,54.7,2499.4,2497.2,2573.1,2571.7,2568.6,2566.6,2643,2642.1,1048.3,1046.9,566.9,568,153,151.5,800.4,800.4,874.8,875.6,256.2
169,2017-01-31,70.1,728.5,796,203.4,979.5,1978.3,10.7,1989.6,70,794.7,1975.5,1987.1,102.5,397.5,0.5,6.4,0.6,7.7,0.5,4,-0.1,-0.9,-0.4,4.1,-0.3,4.6,0.2,5.2,0.2,5.4,0.6,7,0.7,7.1,2315.7,2387.2,132.7,135.6,2448.3,2522.8,52.1,53.2,2500.7,2502.3,2576,2577.2,2579.1,2580.7,2655.1,2656.7,1058.4,1056.4,571.8,573,152.1,151.9,796.8,798.2,872.8,873.9,258.6
170,2017-02-28,69.6,724.7,791.7,204.2,985.1,1980.5,10.5,1991.5,70.1,800.8,1985.5,1996.6,105.3,397.9,0.5,6.3,0.6,7.5,0.4,4.3,-0.1,-0.9,-0.1,3.2,-0.1,3.7,0.3,4.8,0.3,5,0.6,7.1,0.5,7.2,2325.6,2398,132.4,135.2,2458,2533.2,50.7,51.9,2508.9,2510,2585.1,2585.3,2587.8,2587.2,2664.5,2663.2,1063.7,1061.3,573.8,575.7,152.9,152.4,797.4,797.6,874.1,873.6,258.7
171,2017-03-31,69.7,731.1,798.3,207.3,979.5,1984.5,10.9,1995.9,70.5,804.9,1990.5,2001.9,104.6,394.5,0.6,6.5,0.6,7.5,0.4,4.7,-0.2,-1,-0.1,2.9,-0.1,3.4,0.3,4.9,0.3,5,0.3,6.7,0.2,6.7,2334,2405.6,132.6,135.2,2466.5,2540.8,48.9,50.7,2515.7,2517.5,2591.4,2593,2596,2595.3,2672.4,2671.5,1069.8,1066.9,576.2,578.8,152.5,152.6,797.6,797,873.9,873.2,253.5
172,2017-04-30,70.1,738.9,806.3,212.9,986.1,2004.6,10.3,2015.7,70.2,813.7,2005.9,2016.4,105.8,399.5,0.5,6.5,0.6,7.4,0.4,4.9,0,-1,0.4,2.6,0.3,3,0.5,4.8,0.4,4.9,0.9,7.4,0.9,7.5,2345.7,2416.4,133.1,135.8,2478.8,2552.2,48.2,49.9,2527.3,2529,2602.1,2604.5,2607.7,2606.3,2683.2,2682.5,1075.8,1072,578.3,581.7,152.1,153.4,801.5,800.1,877,875.4,254.8
173,2017-05-31,70.1,745.4,812.9,213.5,983.5,2009.2,10.5,2020.8,70.6,821.4,2015,2026.1,105,403.8,0.6,6.6,0.7,7.4,0.3,5.1,0.1,-0.9,0.1,2.5,0.2,2.9,0.4,4.9,0.5,4.9,0.5,7.4,0.4,7.4,2355.1,2427.6,134,136.7,2489.2,2564.3,47.6,49.2,2537,2540.6,2613.5,2617.3,2618.5,2619.3,2695.5,2696.1,1083.7,1081.2,580.8,582.6,152.1,153.3,801.8,802.9,878.8,879.6,258.9
174,2017-06-30,70.9,757.9,825.9,219.1,983,2027.3,10,2038.8,71.3,825.1,2029,2041.2,104.1,393.5,0.6,6.6,0.7,7.5,0.3,5.1,-0.2,-0.9,0.8,3.9,1.1,4.2,0.6,5.3,0.7,5.4,0.7,7.7,0.7,7.8,2371.9,2447.9,135.5,139.1,2507.4,2587,46.5,48.1,2554.2,2552.5,2635.1,2632.7,2639,2635,2720.7,2715.8,1093.7,1091.8,584.1,582.3,152.9,152.6,808.4,808.2,890.1,889.3,260.4
175,2017-07-31,70.9,764.6,832.7,219.3,992.4,2043.7,10.6,2055.4,71,828,2032.9,2045.6,105.1,408.6,0.5,6.7,0.7,7.5,0.2,5,0,-0.8,0.4,3.9,0.4,4,0.4,5.3,0.4,5.3,0.1,6.9,0.1,6.9,2379.5,2456.3,135.4,138.9,2514.9,2595.2,44.8,46.6,2559.9,2560.8,2641.8,2641.5,2644.7,2647.1,2727.4,2728.8,1099,1102.6,584.4,581.3,151.4,151.9,809.9,811.7,892.5,893.4,256.4
176,2017-08-31,71.3,764.4,833.1,220.7,992.4,2045.4,10.8,2057,71.4,830,2038.2,2050.3,105.8,400.5,0.5,6.6,0.7,7.6,0.2,4.9,-0.2,-1,0.2,4,0.3,4.2,0.4,5.4,0.4,5.4,0.3,6.7,0.3,6.8,2386.3,2464.2,136.2,139.5,2522.6,2603.7,43.9,45.7,2566.7,2567.7,2649.4,2650.3,2653.6,2658.2,2736.9,2741.5,1106.5,1110.8,585.2,581.7,150.7,151.2,811.2,813.9,894.6,897.3,259.6
177,2017-09-30,71.7,771.5,840.5,217.2,991.1,2048.1,11.1,2059.6,71.5,832.3,2045.3,2056.9,106.2,395.9,0.5,6.6,0.6,7.7,0.2,4.6,0,-0.9,0.1,4,0.1,4.2,0.3,5.3,0.3,5.3,0.4,6.8,0.3,6.8,2395.2,2472.1,137.3,140.5,2532.5,2612.6,42.9,44.6,2575.7,2574.3,2657.2,2655.7,2664.7,2666.6,2746.9,2748.9,1112.9,1118.7,585.8,583.1,151.2,151,814.8,814.2,897.1,896.4,261.9
178,2017-10-31,71.8,774.9,844.1,214.9,998.7,2057.1,12.5,2070.3,71.4,838.8,2054.2,2067,105.9,394,0.5,6.5,0.6,7.8,0.2,4.2,-0.1,-1,0.1,3.5,0.3,3.9,0.3,5.1,0.4,5.2,0.4,6.5,0.5,6.7,2406.2,2483.4,138.6,142,2544.8,2625.4,42,43.7,2587,2583.7,2669.1,2666.9,2676.3,2675.8,2759.1,2759.8,1120.3,1124.1,586.7,585.7,151.1,150.9,818.2,815.4,901,899.7,265
179,2017-11-30,72.7,784.9,855.1,206.3,996,2056.7,12.6,2070.2,72.2,850.3,2058.7,2071.9,107.2,407.8,0.5,6.4,0.6,7.8,0.2,3.9,-0.3,-1.2,0.6,3.6,0.7,4.2,0.5,5.1,0.5,5.2,0.2,5.9,0.2,6,2417.8,2494.7,138.8,142.3,2556.6,2637,41.1,42.8,2598,2594,2679.9,2677,2690.2,2688.2,2772.8,2771.9,1128.1,1129.2,587.9,588,151.6,150.6,822.7,821,905.3,904.9,268.1
180,2017-12-31,73.9,790.4,861.6,196.4,992.1,2049.4,12.8,2063.3,72.5,856.3,2055.2,2068.6,110.2,424.7,0.5,6.3,0.7,8,0.1,3.4,-0.1,-1.2,0,2.4,0,3.1,0.3,4.7,0.3,4.8,-0.1,4.7,-0.1,4.8,2423.9,2501.4,139.9,143.5,2563.8,2644.9,40.3,41.9,2604.1,2601.7,2686.8,2685.6,2697.3,2694.9,2780.8,2780,1136.3,1135.5,588.7,589.1,152.2,150.8,820.2,820.2,903.6,904.9,269.2
181,2018-01-31,72.4,791,860.7,203.7,999.4,2063.1,12.2,2076.2,72.3,860.9,2061.9,2075,107.6,439,0.5,6.3,0.6,8,0.1,3,0.1,-1,-0.1,2.6,-0.1,3.3,0.3,4.7,0.3,4.9,0.3,4.4,0.3,4.4,2429,2507.6,140.2,143.8,2569.2,2651.5,39.2,40.8,2608.3,2610.6,2692.3,2694.2,2701.5,2703.9,2786.2,2788.2,1142.6,1141,589,589.5,151.6,151.4,818.3,820.1,903,904.4,269.3
182,2018-02-28,72.2,784,853.5,202,1001,2055.8,11.5,2068.1,72.8,864.6,2062.6,2075,105.3,417.7,0.5,6.2,0.7,8.1,0.2,2.7,-0.2,-1.1,0,2.8,0.1,3.4,0.3,4.7,0.3,4.9,0.1,3.9,0.1,3.9,2437.3,2517.3,140.1,143.6,2577.4,2660.9,38.5,40.1,2615.9,2617.8,2701,2701.9,2711.2,2710.5,2796.9,2795.6,1149.7,1147.1,589.7,591.2,151.9,151.4,819.9,820.4,905.7,905.4,268.3
183,2018-03-31,73,790.4,860.8,198.6,999.8,2058.3,11.2,2070.2,73.2,868.1,2060.6,2071.7,108,444.3,0.5,6.1,0.6,8.1,0.1,2.5,-0.2,-1.2,0.5,3.3,0.4,3.9,0.4,4.8,0.4,5,0,3.7,0,3.7,2450.4,2530.1,141.3,144.8,2591.7,2674.9,37.7,39.1,2629.3,2630.7,2714,2714.8,2724.7,2722.6,2810,2807.7,1156.3,1152.3,590.4,593.2,151.5,151.7,826.5,825.3,911.9,910.1,271.8
184,2018-04-30,72.7,790.7,860.6,193.7,1001.6,2055.3,11.2,2067,73.6,868.7,2058.6,2070.3,108.1,441.6,0.4,6,0.5,8.1,0.1,2.2,-0.2,-1.4,0.4,3.3,0.5,4,0.4,4.8,0.3,5,-0.2,2.5,-0.2,2.5,2459.1,2541.2,141.8,145.2,2601,2686.4,37,38.5,2637.9,2639.5,2724.9,2726.7,2735,2733,2822.7,2820.6,1162,1156.5,591.1,595.4,150.8,152.3,831.1,829,918.8,916.2,273
185,2018-05-31,73.1,795.2,865.6,193.5,1000.3,2058.7,10.5,2069.6,73.6,874.4,2062.4,2072.9,107.7,430.2,0.4,5.8,0.5,7.9,0.1,2,0,-1.4,0.1,3.2,0,3.8,0.3,4.6,0.3,4.7,0.2,2.3,0.2,2.3,2464.5,2546.8,141.8,144.6,2606.4,2691.4,36.4,37.9,2642.8,2647.1,2729.2,2733.6,2741,2741.5,2828,2827.9,1168.7,1164.8,592,594.6,150.6,151.9,829.7,831.1,916.7,917.7,273.2
186,2018-06-30,73.4,800,870.5,196.4,999.2,2065.4,10.6,2076.4,73.8,869.8,2065,2077.1,107.9,445.3,0.4,5.6,0.6,7.8,0,1.6,0,-1.3,0.5,2.9,0.5,3.1,0.4,4.4,0.4,4.4,0.2,1.8,0.2,1.8,2477.5,2560.5,144.6,147.2,2622.1,2707.7,35.3,36.7,2657.4,2655.9,2744.4,2742.1,2756.8,2752.5,2844.4,2839.3,1178.1,1175.3,593,592.1,151.6,151.3,834.2,834.1,921.7,920.7,271.4
187,2018-07-31,73.9,799.6,870.5,198.7,1015,2083.6,11.4,2095.2,74,864.1,2072,2083.7,108.7,436.3,0.4,5.5,0.6,7.6,0.1,1.6,-0.1,-1.3,0.5,3,0.6,3.4,0.4,4.3,0.4,4.4,0.2,1.9,0.2,1.9,2484.3,2568.6,144.5,148,2628.8,2716.6,34.1,35.4,2662.9,2663.9,2752,2751.7,2762,2765.1,2851.9,2854.1,1182.4,1185.8,592.9,590.3,150,150.4,836.8,838.9,926.6,927.8,278.9
188,2018-08-31,74.2,804.1,875.5,198.5,1022.2,2095.5,12.2,2107.9,74.3,870.4,2088.2,2101.2,108.7,448.3,0.4,5.4,0.5,7.5,0.1,1.5,-0.2,-1.4,0.6,3.3,0.7,3.8,0.4,4.4,0.5,4.5,0.7,2.3,0.9,2.4,2493.4,2575.9,150.5,153.9,2643.9,2729.9,33.1,34.4,2677,2677.4,2764.3,2764.6,2777,2781.9,2864.9,2869.9,1193.1,1198.2,593.2,589.7,149.2,149.6,841.4,844,929.4,932,282.8
189,2018-09-30,74.7,806.5,877.9,193.7,1020.8,2091.6,12.5,2104.2,74.3,868,2088.6,2101.4,109.7,433.3,0.4,5.3,0.5,7.3,0.1,1.4,-0.1,-1.4,0.5,3.7,0.7,4.4,0.4,4.4,0.4,4.6,0.1,2.1,0,2.1,2504.5,2589.9,153.5,156.8,2657.9,2746.7,32.1,33.4,2690.1,2687.8,2780.1,2777.7,2791.2,2793.1,2881.9,2884.2,1197.9,1205,593.5,590.4,149.3,149,850.6,849.9,941.3,940.5,278
190,2018-10-31,74.9,804.1,875.9,202.4,1022.2,2099.7,11.2,2111.4,74.6,869.4,2096.2,2107.8,111.6,429,0.3,5.1,0.4,7,0,1.3,-0.3,-1.6,0.5,4.2,0.7,4.8,0.3,4.4,0.4,4.6,0.3,2,0.3,1.9,2516.3,2601,153.4,157.1,2669.7,2758.1,31.4,32.7,2701.1,2697.6,2790.8,2789,2802.6,2802.6,2893,2894.6,1203.1,1208.1,593.6,592.1,148.8,148.5,857.2,854.2,947.5,946.5,274.7
191,2018-11-30,75.7,803.2,875.8,197.1,1023.5,2095.8,10.9,2107.5,75.1,871.2,2097.8,2109.3,111.7,435.4,0.3,4.9,0.4,6.8,0,1.1,-0.5,-1.8,0.5,4.1,0.5,4.5,0.3,4.3,0.3,4.4,0.2,1.9,0.1,1.8,2527.7,2613,153,156.9,2680.7,2769.9,30.3,31.5,2710.9,2706.7,2801.4,2798.7,2813.4,2811.4,2904.6,2903.9,1208.9,1210.9,594,593.4,149.1,148.1,861.4,859.6,952.6,952.6,275.8
192,2018-12-31,76.7,807.6,881.7,188.3,1029.7,2098.9,10.7,2110.7,75.3,878.9,2107.9,2119.3,114.5,448.5,0.3,4.7,0.4,6.5,0.1,1.1,-0.5,-2.2,0.1,4.2,0.3,4.8,0.2,4.1,0.2,4.3,0.5,2.6,0.5,2.5,2531.3,2618,154.2,158.2,2685.5,2776.2,29.9,31.1,2715.3,2712.7,2807.3,2806.2,2819.5,2817.1,2912.2,2911.5,1214.3,1214,594.7,594.4,149.2,147.9,861.3,861.4,954,955.6,283.5
193,2019-01-31,75.7,804.8,877.9,197.3,1043.5,2117.9,10.4,2129.2,75.7,879.8,2118,2129.2,113.9,458.2,0.2,4.4,0.3,6.2,0,1,-0.6,-2.8,0.1,4.4,0.1,5.1,0.2,4,0.2,4.3,0.5,2.8,0.5,2.6,2529.3,2621.6,154.2,158,2683.5,2779.6,28.6,29.8,2711.9,2715.2,2809.4,2812.6,2816.3,2819.5,2914.5,2917.4,1217.6,1216.5,594.4,594.4,147.5,147.4,856.8,859.5,955,957.3,286.4
194,2019-02-28,75.3,797,869.5,202.8,1049.3,2121,10.3,2132.1,75.9,882.2,2130.1,2141.3,112.5,451.3,0.3,4.2,0.4,5.9,0,0.8,-0.1,-2.7,0.1,4.5,0.1,5.1,0.2,3.9,0.2,4.1,0.5,3.3,0.6,3.1,2537.6,2630.2,155.5,159.4,2693.1,2789.7,27.5,28.6,2720.3,2723.5,2818.3,2820.4,2824.9,2824.8,2923.5,2922.8,1222.1,1219.7,594.6,595.8,148.1,147.5,860.1,861.3,958.7,959.2,288.4
195,2019-03-31,75.7,805.3,878.2,209.7,1053.5,2140.6,11.2,2152.3,76.6,885.3,2145.7,2157.1,112.7,431.2,0.2,4,0.3,5.6,0,0.7,-0.3,-2.8,-0.1,4,0.1,4.9,0.1,3.6,0.2,3.9,0.6,3.9,0.7,3.9,2542.1,2636.5,155.5,160,2697.6,2796.5,26.3,27.3,2723.4,2724,2823.8,2823.8,2827.9,2824.7,2929,2925.2,1225.7,1221,594.3,597.2,147.5,147.6,860.4,858.4,961.5,958.7,295.7
196,2019-04-30,75.7,814.8,887.9,205.7,1052.1,2145,11.3,2156.8,76,895.4,2145.2,2156.3,112.6,426.9,0.3,3.8,0.4,5.5,0,0.6,-0.2,-2.9,0,3.5,0,4.4,0.2,3.4,0.1,3.6,0.1,4.2,0.1,4.2,2547.5,2642.1,154.6,159,2702.1,2801.1,25.3,26.3,2727.1,2728.4,2827.4,2828.4,2831.5,2829.5,2932.6,2929.6,1230.2,1223.7,594.4,599.3,146.7,148.2,860.2,857.8,961.3,958,291.2
197,2019-05-31,76.1,816.2,889.7,207.2,1046.1,2142.1,12.1,2154.6,76.6,897.8,2144.2,2156.4,112,421.9,0.2,3.7,0.3,5.3,0,0.5,-0.4,-3.2,0,3.4,0.1,4.5,0.1,3.2,0.2,3.6,0,4,0.1,4.1,2544,2638.9,155.5,160.3,2699.5,2799.3,24.5,25.6,2724,2728.4,2824.8,2829.1,2829.1,2829.4,2930.7,2930.2,1234.7,1230,594.8,598,145.9,147.2,853.7,855.1,955.4,956.4,298.4
